userWallet,predicted_score,category
0x0012668072f7e0579caf7e047713d8b6d476d0db,421.83664853197735, Medium
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,31.5725637983326, Risky
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,401.542294154868, Medium
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,378.8501878959928, Risky
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,407.2215393329079, Medium
0x0014dfac19477a83d7354e6eaac28642c1959398,411.3563530443106, Medium
0x001589fe1923c2118f34e4277f2ef650fcbf0161,103.15204633971531, Risky
0x00159370cbe576b765a7fb2e78582e0cb563d445,189.52355461098057, Risky
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,399.2082631689294, Risky
0x0016469a65facda9e86fd0ae0e9661128843c224,59.739988239465085, Risky
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,369.8122841326074, Risky
0x00183135585d70a523d61b2e43037a7138b36906,462.8586158775649, Medium
0x00184e8aa1e95f491f2d9601e12b540092160ded,479.03416804469555, Medium
0x0018583d7654803d2c59467e10dec5f70bbe1851,403.2175059755889, Medium
0x001875a076b3cfe1c9535d76b0345c16e3d61118,420.9419787514604, Medium
0x0018d044b946ede86b43bb3b964a45772a5abeb9,348.0528246707074, Risky
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,788.687149559854,Good
0x0019bd9f6142943f3a03a8a62d0001a95213f555,392.3170302962247, Risky
0x001b024b98ee862aa01eea595c4c16a0213d2611,3.030582315241997, Risky
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,405.863501807519, Medium
0x001bc97d92e1a30b02d4e75be25f06063555d556,363.68784810068775, Risky
0x001be549fa377710b9e59d57bbdf593ce1e379ca,416.51235854319066, Medium
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,401.110439047062, Medium
0x001d2a3192a49e28cac0a7abcaa916648c62b982,447.02223201059707, Medium
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,400.3499653779843, Medium
0x001f96b7e19a54ae45f451b0148336504d03fdcf,378.09040985481624, Risky
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,387.6254281017753, Risky
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,413.94890078748256, Medium
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,401.542294154868, Medium
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,409.62241043718825, Medium
0x00222d56e0509a5e9ab05c588c548290a5e9f876,407.86247298058333, Medium
0x002379916ac42a432f3b53f16782d33267debb4c,389.2016330093639, Risky
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,422.866267775015, Medium
0x0023d9ffe7d793895c5da5833d56c737832ead2b,385.751502931583, Risky
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,360.69627564546585, Risky
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,388.9297733977126, Risky
0x0024461e7a8ce7157866eaa4c24b702d328250ce,401.542294154868, Medium
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,377.5856353368755, Risky
0x00246f7813397868b1beec56e1677efa47816dae,534.1588387403285, Medium
0x0025a856d01a898bd52286d56c52323b13937b65,394.3487161637149, Risky
0x00261d225db379b3fc74cd0228d6f90582d39035,22.319579037669897, Risky
0x00262ffcfda82b5582d1905ca05b849f196b0419,494.82929434322153, Medium
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,396.41169446252155, Risky
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,414.8146709220379, Medium
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,384.96939010937007, Risky
0x002775390698ef16589bb22bba37ae7906ae2f36,188.10332514159268, Risky
0x0027c6cd01364a3c5d29f72269b36dfe85628193,407.3407112780657, Medium
0x0027f7335d610f15b325baa5798414548720fcaa,438.5511233828615, Medium
0x00283b611db7844cb5677b311afd67c8e3078518,398.2227558853899, Risky
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,401.11307850007097, Medium
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,428.49205200495203, Medium
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,368.308439681374, Risky
0x002aea16059a7d4bef638a03b61a9e80ef07e745,90.86891095567836, Risky
0x002bb13a55bf4525f02717708dd4534ecc475193,402.6065574547772, Medium
0x002c77a71d54e6da4b28690fe1676752a74a67eb,462.83550062642644, Medium
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,406.327080722785, Medium
0x002d2715b179d0db3e17cc28317a98f2f65e6884,220.84081757903587, Risky
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,413.7990564873509, Medium
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,101.36283030381529, Risky
0x002de04d579930686698abab5f48bda0b24fb9fc,427.6947329128301, Medium
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,472.4067714645623, Medium
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,391.43648401763727, Risky
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,390.35640235744546, Risky
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,34.51801051734358, Risky
0x0030040e8d836ac3e546c354f9b373e70a14deeb,387.84073910439884, Risky
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,68.69835872220312, Risky
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,432.03855159024897, Medium
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,375.21624383698924, Risky
0x003094a91a3b5523bc601b221f80183bd347e9ae,386.20473923420826, Risky
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,401.9245061034883, Medium
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,496.0378251374717, Medium
0x0030de8f624d2b2513c6dbbff788bb109b80304d,354.61777795137556, Risky
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,405.25307084765404, Medium
0x0030ee334630838ea4dee0b4b6ecbc973529031f,14.350526642346784, Risky
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,408.1043024681211, Medium
0x00326e37cef76788f6b0cf643c94481d60bd3d58,395.80996047813954, Risky
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,403.74164968672744, Medium
0x003325d3054cd7668fb16f19ea11bae6d02a474c,381.8395564902091, Risky
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,503.9198808708209, Medium
0x0034d2a08772822866b08d2c585e5c8e25723760,421.9352706364478, Medium
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,404.5120152262464, Medium
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,45.23065550959008, Risky
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,339.28631793921124, Risky
0x0036534c48a754163f0f446601f36bcfda840f57,355.8508760655074, Risky
0x00368bb9dba2ee83f3553feae59710b9c3743e09,67.02274084609486, Risky
0x0036a2f1f6136bb9d7992f7def692126a279e702,392.84439969398903, Risky
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,401.0457216429142, Medium
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,453.3110587979897, Medium
0x0037643e4ec2b622270676e9e7aa163b261cfb79,377.30091246179177, Risky
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,407.1821420033899, Medium
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,257.6796039184477, Risky
0x0038281701bf3f51fdbb18903c6e18776780a9a1,394.31522921263456, Risky
0x00389de87cae34a6f89e13cc8225c4984add8b37,146.09670463383915, Risky
0x0039e71541bdc798d062346bce94230bf519bb72,31.866632300824794, Risky
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,401.57180372839326, Medium
0x003a85c562730b196f7cba202a2515f2ff855736,399.78209920297627, Risky
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,390.140702242651, Risky
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,426.5980622616126, Medium
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,40.732729480448384, Risky
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,369.96106271742264, Risky
0x003be39433bde975b12411fbc3025d49d813a84f,4.572998685312564, Risky
0x003cb0842811db8d115e28f13048dd83db391dcb,378.70040909535516, Risky
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,413.145018460888, Medium
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,819.9909440670677,Good
0x003e9a119439ef34de3237034cee95675b01d5d4,316.2905817363938, Risky
0x003ed65a094ef804c934f2427b601e03113882ff,423.5901405377881, Medium
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,91.17349867880648, Risky
0x003f705c2e62e268891d8aa2724e32f2176dc963,414.29580335149905, Medium
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,426.0114898389833, Medium
0x00405f7b768a9a6b81e8060a17f0550501acf6be,988.2443584689288,Good
0x0040932d4c252856709b24dc406244392d3df400,386.22328698860457, Risky
0x0040daac32d83c78546ae36da42a496b28ab09e1,405.6082927016807, Medium
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,389.3807330675381, Risky
0x0041dac13d9365b4d695fb612950dc71884f8db1,369.6788283012473, Risky
0x0043090d0a3338eb89914ea9af5c529e928a044c,399.60419701878794, Risky
0x0043260ff376a32f335de2091e8bd455d74ecef9,395.8163716206264, Risky
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,413.37232306002545, Medium
0x00432beb667c8908a74f35fef62882b502347e61,393.71580968451786, Risky
0x00433d27687ff685d3871395d7fedfd42b1c3529,403.2577525965796, Medium
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,409.0492732072895, Medium
0x004403abb2246c48ac770e30e7b36e3b16e152a1,398.0887716160258, Risky
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,404.4932360292639, Medium
0x0044803a27c6c45babd3fb7affb80b3f913579d7,402.9790513307496, Medium
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,4.554987507655081, Risky
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,380.8657365969993, Risky
0x004624a132094f106e977c369c8f2e1ebffb2ae1,397.31579074858047, Risky
0x0046d10482bc3ae87fa4cb550e36706addf2304a,407.72534889502987, Medium
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,411.44600278726995, Medium
0x00481898361901f3e49bfe3e40872d09e93c2c11,394.861314874154, Risky
0x0048e6fd005224e7e9f00058c630307f0710a84b,277.57545630418093, Risky
0x0049436d8c3da52d604cdc390e45026b2662d7f7,322.9529685921926, Risky
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,407.1485406765835, Medium
0x004965f85a3db4d5221189595141ecab247b115d,418.94251955924614, Medium
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,563.9631372782845, Medium
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,373.91747193586656, Risky
0x004a61f49faeab28ac5cc72ed26a7114d134362e,394.8669499185447, Risky
0x004af1171e5783d1223056a700e992b0eccf6191,434.57634564545106, Medium
0x004afb002e3fb33c833fc16b6b63103bbf97312d,16.74752298822806, Risky
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,135.81448919347318, Risky
0x004c572659319871be9d4ab337fb3df6237979d7,405.9560278234036, Medium
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,384.07512578496056, Risky
0x004c788aecdcc8ae214519737576d67da3c7334a,406.8536621588817, Medium
0x004ce54398cc569a622bf5a99ae857306243c8ec,598.8233083797627, Medium
0x004d71c111862702272e6beccdaafb07c9b96c37,593.3033486247974, Medium
0x004f137c71b3003c7915bd6aa3a4f57e334a738e,426.0205396083859, Medium
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,371.9162879734483, Risky
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,381.90315212845786, Risky
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,421.0347290202471, Medium
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,997.8335113933754,Good
0x0051ed91501bdefede70975ec9459a0dd3c5657b,60.467696177825665, Risky
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,478.82706412274246, Medium
0x00526e91ec022d8596bda04092071c1da6b5322e,417.43922080281163, Medium
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,275.0060718793226, Risky
0x0052d655d117dae79d897213af1d4393ab32c739,422.1354898131345, Medium
0x005399ba80babd299512e9efb4e0e764f673405c,411.8062023827447, Medium
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,8.008984707540204, Risky
0x00548bf85d26850ad7ad55ca90ba02572349f648,41.577177872059, Risky
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,380.0393586696171, Risky
0x00552481817c28f473f4cc61538db6536015d906,386.26679148497095, Risky
0x00553b963de06016c68681c9bee10a79c51c5d8a,393.5752280108399, Risky
0x005547e9fa569b6835204402138146861e901b06,401.47181948461514, Medium
0x00560340190b7e9a1027fb5e72858a8298588303,450.27140073798836, Medium
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,367.3645863625682, Risky
0x0056323f02bb16de8025a79ab09e1dd5c8114602,401.542294154868, Medium
0x005661a7a441451fafdccd579905a7dbc79fd538,283.01304519172663, Risky
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,387.4300846821653, Risky
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,291.5387675042442, Risky
0x005711ac01b67981d6b627c09470cce29dbd3353,483.2776053457926, Medium
0x0057abf4b6b95cd42cb8c197e78b934d45679432,374.4403889193126, Risky
0x0057aef39caf4085bf3f91661eb2e6e6f513244f,382.5241141843425, Risky
0x0057b22d4385adfbc48a6581b141e04acdaf7768,393.535189326131, Risky
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,260.64596221216175, Risky
0x0057bf0e2082921a880500ab18e716c46c54216e,397.3316467378027, Risky
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,436.5696900334063, Medium
0x00581eb036db4a48fbaa59ec7745e316bbd1cc76,401.542294154868, Medium
0x0058873fc9eeb9906ae1135de4f84a9ef1bfba62,432.78647635896806, Medium
0x0059221c8444995878e9a82b0b2d732fb3da913e,407.5782376449557, Medium
0x005a61772557bef9a3e65a7b87eaccce34f2700e,346.2659455115066, Risky
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,413.59451297552647, Medium
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,30.459204432600615, Risky
0x005ab5979532d34dc60a4582597464df0b5a7c87,411.03608207990607, Medium
0x005ab79a1b5982604cdc066565499d90c550e001,418.09977104561847, Medium
0x005ae07a1782019253917d76334a0579ac3a9b64,404.06898551826606, Medium
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,415.4405846273818, Medium
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,37.36336519678066, Risky
0x005b5489aad85ecf95142ba14f97bba3b5d13a1a,362.7876274914742, Risky
0x005b8864b832d250e97996febb2b6a10b4562fd1,548.7938408517907, Medium
0x005bf9036a459545ec86252db2a37667a5823b94,388.6375199246535, Risky
0x005c7aa4001747cd4bf25c777318a13191a182ac,405.94118999403463, Medium
0x005ce2b15bd5fa54f2a7667405d8d45a765088cf,377.1447135544602, Risky
0x005ce3720edd52ef800ed68bfe29114a7d86e623,540.1592666146737, Medium
0x005ceac16427ed612040519f078d08570eaf7688,372.81322248085485, Risky
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,419.33213733779985, Medium
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,425.80985047565764, Medium
0x005de910a2a04e1efe9eb4c3e2aca7744ab15ed7,422.6179945028547, Medium
0x005df03951fac36e8cc39b7d03eadf00829815b4,412.09346313652566, Medium
0x005e105ad9c1a60512e6bb98fdaa1183bd341f18,392.04613205590357, Risky
0x005e5cac6eb7637edf689403e01b86bda451ef61,691.8599424944562, Medium
0x005eba6d8c2af1e7058d7c22e23999188fd15339,406.9806516192202, Medium
0x005ec23381d0b33407fcdedd2df7facd769304cd,409.5576470817452, Medium
0x005f16f017aa933bb41965b52848ceb8ee48b171,286.70055227023613, Risky
0x005f4ed154aec7b147190c97d3f2535fc8360b12,8.72353880942119, Risky
0x005f73c6a7233e4e6bdb5041d021fa36b6716b2f,401.7427396142355, Medium
0x005fe33f474dd52d8308b470c2503fd6ffabe31a,334.71528949876114, Risky
0x005fe34dfd8c3b7994d608a374cedcc44b73e0bd,31.02836158767436, Risky
0x006002bafd83794a35b3d63fb00bfce00f4557ed,389.9966861823093, Risky
0x0060f329ae466559db2e692b24252a5163bf16c3,375.54427798444647, Risky
0x006106679868ffbeb8bef8788be4d59571a13053,417.4280748384614, Medium
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,361.9637578638521, Risky
0x0062cb1c249a8579e155794dc86960e4f88af402,392.6482895876832, Risky
0x006366325c813728f871c16a7703b818ee1ac6f1,407.9374378942068, Medium
0x0063d9477fd76b7c9732917b3b884d918607a804,92.71183893276037, Risky
0x00645acbda7635b02a8b517d49ef6cbd028962e3,372.2892249972517, Risky
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,29.141041675437183, Risky
0x0064f7e15fdf96a5225d4cc07b38eef45c8bdc46,362.18247211027375, Risky
0x006501f106d155981aac18b4d31a6e14d1e55fae,26.917762791602986, Risky
0x00651f6724f748af9315f720d67ef9ecc3139bdf,390.3167217791568, Risky
0x0065245cb87fda9fc42e7ca9962a13da9a52345d,405.0866813187529, Medium
0x006551b8f041761e2e47bb4792b21e67786b3452,87.31868725670093, Risky
0x0065fb0daffbc3025516415183fa808b2b40b3fb,418.46622767870605, Medium
0x0066023b24edd70b7def47effbf2fd7617f9c66b,400.86178741699854, Medium
0x0066245819d5d387ac2209620741e721ccada64d,401.34237800130467, Medium
0x00668293095ef3ba3a62d566e2ac83fb81aec94f,167.584920943599, Risky
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,425.25652608465504, Medium
0x0066a75495069b7d760177aa2607a140b13aa520,401.91728083259505, Medium
0x0067243a8b83385457c53923a6cd0bc019b090e8,428.20470271641165, Medium
0x00677d8b6fda25b199539633a8cd07074c855cb7,466.17580819645724, Medium
0x0067eec7ad35e72613d760e917890d1b7e876e4e,401.59561115683084, Medium
0x006850972a3144f2bcb0d37fbd7f84b26765d458,401.542294154868, Medium
0x00694ba9219891081e07b31ebaf19abfd97e1acb,155.1051439669704, Risky
0x00695c7fcd8ee1517adb85c24547fc792613a5c5,412.47505741566323, Medium
0x0069d013b71c2d000fca70549d894e49b8e4e031,406.76102271624814, Medium
0x006a310554681273826624361a3177cd9f3aad1d,405.1221933398389, Medium
0x006acbf79f7c4580fa01ffa48085d832592f1b63,385.0266172674365, Risky
0x006b64b48437695a2c0b470e22de9b8d3b866f52,413.9857351414648, Medium
0x006b855e1ce71d0163e41c17fac02fcdedf0ef21,411.09102266551906, Medium
0x006bcd94f74784887705d74884308172343855ee,391.2928630442233, Risky
0x006d0cf97d1aef07271dcce6d0bd60e8d98966ec,57.023776075570304, Risky
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,93.8013162772707, Risky
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,424.52224837720473, Medium
0x006dfe647e57d2cdaf47000731659c1f92ece423,384.2420668577828, Risky
0x006f030ecb2daa44fc1dede06a94e749bf3918cf,385.5658020293268, Risky
0x006f1973f3a2911fc15569d7787f51fb114db606,394.356620790526, Risky
0x006f26845ed58e4503a0dd61c69708e3cc028cc5,113.27425595128398, Risky
0x006f74448baead5563915255c8fbc12fd7f6a5df,995.7343479788806,Good
0x006fda5407be210b6d8d653b04859a748e84e64a,397.806929789567, Risky
0x00702c8e7a704dbb88efdf09e532447530ab6d0a,404.29082321184893, Medium
0x00705d931184135830185bb284fb8ed277693d0d,417.83633276579394, Medium
0x007078c8001b515b14000cc78306072a5dfd55b3,453.92897373527046, Medium
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,401.4759917168178, Medium
0x0070bc9033adf1e49517f98304f41f778d370208,356.0710830613174, Risky
0x0072b1fa7a78e6e2df568563fb551ad2fb8c01bc,15.704271351373878, Risky
0x0072b9af9a7dc5a42091f01d3d22bcf298d398fd,731.2773022439003,Good
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,517.5526396081832, Medium
0x0073894fff63595d6cca3802aad6b9ecf5491ca6,410.9247882440925, Medium
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,554.0976453726064, Medium
0x00752654dcd85f8e42e207ccf48212388fd7173d,383.5313637936169, Risky
0x00752fceceba64c2f5a18f3ad5f3fd8938b96a4f,416.3790450539284, Medium
0x0076b2f8ead986bb6de67735313891c0876f4388,28.08583539076012, Risky
0x0076bc177845e513018cda51be5e5f80f44aeb50,419.65944644891005, Medium
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,442.8236229900968, Medium
0x00778698bbc902543b596af6e7c0aa13b614162d,339.3605021735732, Risky
0x007821abbcc2da83df7fdf57520741d6ea1042f2,381.2688906587695, Risky
0x007849ce924f0a3ed1baccbff2742a3d1cdc7ac0,46.406182519329995, Risky
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,462.2788486320219, Medium
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,403.8034270645741, Medium
0x0079228fa4e08e800883021b18ff0bc7937b3aef,404.50652845822384, Medium
0x00795ff7870798a332a99c3969406286259dce8f,445.05689379929174, Medium
0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b,412.10968090374007, Medium
0x0079e0ce802e67adba53ac0e7927f45f6304ae6f,21.829485401384623, Risky
0x007b003c4d0145b512286494d5ae123aeef29d9e,415.90619702388636, Medium
0x007b212ac048a425d2019d14e7be4aeae3faf8e9,403.2168015623172, Medium
0x007c426ab1b726e3be68b37ac0ffa8aed94447bc,405.80874431122766, Medium
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,334.5504224223888, Risky
0x007ce1895ca7a000e37a524399920ad7dae41f43,396.6390588764311, Risky
0x007d418f61454569a051b5a9d11112996a986bb1,415.8812030231538, Medium
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,475.0087727721551, Medium
0x007dc697bbc1bdfb0988db00ebb3d17d52fdda3d,314.4478777509988, Risky
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,20.872921446180655, Risky
0x007e4e679e14f17d62607418f546e2d97d9e5a61,410.2201476679937, Medium
0x007e8e7ccdfc45f0a6319a3aa938203126f1d646,451.6396753228602, Medium
0x007edad4e994b9dc1a1229eb6d4c852d08c6ed33,400.69081040126804, Medium
0x007f0596cce8ff85fb8091e410aeb5cad529ba4d,406.43154304983005, Medium
0x007f3da6715efd4b6994b7348b644b64b695d3b1,559.1164062506107, Medium
0x007f4172d3dcd318d7bd0eec9325ad5e4c2bcc8d,553.6871051947957, Medium
0x00800d9019001aff6e1eba3312e35e9b22d3f058,75.49604455545423, Risky
0x0080568c64209a91110f1333057f5e34a0e5b62e,413.60846788655215, Medium
0x0080a01a45d5e023435dc82970ec2681a5ae050e,107.24668445611638, Risky
